dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
39,0,2020-12-17,232,7,196,39
58,0,2020-12-17,98,6,98,58
70,0,2020-12-17,73,7,137,70
71,0,2020-12-17,455,31,586,71
89,0,2020-12-17,229,20,217,89
90,0,2020-12-17,210,22,341,90
21,0,2020-12-18,362,31,476,21
25,0,2020-12-18,164,45,272,25
39,0,2020-12-18,246,7,198,39
58,0,2020-12-18,88,6,99,58
70,0,2020-12-18,72,7,137,70
71,0,2020-12-18,436,29,589,71
89,0,2020-12-18,229,20,219,89
90,0,2020-12-18,203,21,345,90
21,0,2020-12-19,359,34,480,21
25,0,2020-12-19,155,41,273,25
39,0,2020-12-19,234,7,201,39
58,0,2020-12-19,85,3,102,58
70,0,2020-12-19,71,6,137,70
71,0,2020-12-19,438,29,590,71
89,0,2020-12-19,228,18,220,89
90,0,2020-12-19,180,22,349,90
21,0,2020-12-20,359,34,484,21
25,0,2020-12-20,171,47,273,25
39,0,2020-12-20,232,7,201,39
58,0,2020-12-20,85,3,102,58
70,0,2020-12-20,75,6,137,70
71,0,2020-12-20,440,29,593,71
89,0,2020-12-20,231,17,220,89
90,0,2020-12-20,189,23,352,90
21,0,2020-12-21,373,36,493,21
25,0,2020-12-21,158,45,276,25
39,0,2020-12-21,248,10,207,39
58,0,2020-12-21,84,3,103,58
70,0,2020-12-21,76,6,137,70
71,0,2020-12-21,429,28,597,71
89,0,2020-12-21,237,17,230,89
90,0,2020-12-21,190,22,354,90
21,0,2020-12-22,379,38,497,21
25,0,2020-12-22,160,44,278,25
39,0,2020-12-22,247,10,213,39
58,0,2020-12-22,86,3,103,58
70,0,2020-12-22,82,8,140,70
71,0,2020-12-22,413,29,597,71
89,0,2020-12-22,220,14,238,89
90,0,2020-12-22,193,25,360,90
21,0,2020-12-23,369,35,503,21
25,0,2020-12-23,153,45,284,25
39,0,2020-12-23,247,10,216,39
58,0,2020-12-23,83,4,103,58
70,0,2020-12-23,80,8,141,70
71,0,2020-12-23,416,29,599,71
89,0,2020-12-23,219,18,244,89
90,0,2020-12-23,200,24,363,90
21,0,2020-12-24,376,39,511,21
25,0,2020-12-24,149,46,286,25
39,0,2020-12-24,246,9,217,39
58,0,2020-12-24,93,3,105,58
70,0,2020-12-24,83,6,143,70
71,0,2020-12-24,412,29,604,71
89,0,2020-12-24,215,18,245,89
90,0,2020-12-24,194,23,369,90
21,0,2020-12-25,380,39,512,21
25,0,2020-12-25,147,41,290,25
39,0,2020-12-25,249,10,217,39
58,0,2020-12-25,95,5,105,58
70,0,2020-12-25,82,6,143,70
71,0,2020-12-25,405,31,606,71
89,0,2020-12-25,217,17,248,89
90,0,2020-12-25,187,19,374,90
21,0,2020-12-26,370,42,517,21
25,0,2020-12-26,159,43,292,25
39,0,2020-12-26,247,10,220,39
58,0,2020-12-26,96,5,106,58
70,0,2020-12-26,78,7,143,70
71,0,2020-12-26,418,30,606,71
89,0,2020-12-26,217,18,250,89
90,0,2020-12-26,185,20,376,90
21,0,2020-12-27,375,47,518,21
25,0,2020-12-27,156,43,293,25
39,0,2020-12-27,247,9,226,39
58,0,2020-12-27,98,5,109,58
70,0,2020-12-27,75,7,144,70
71,0,2020-12-27,421,28,610,71
89,0,2020-12-27,220,18,250,89
90,0,2020-12-27,183,20,379,90
21,0,2020-12-28,375,43,519,21
25,0,2020-12-28,162,47,294,25
39,0,2020-12-28,246,7,235,39
58,0,2020-12-28,102,5,110,58
70,0,2020-12-28,75,8,147,70
71,0,2020-12-28,423,30,614,71
89,0,2020-12-28,237,19,256,89
90,0,2020-12-28,191,20,383,90
21,0,2020-12-29,365,42,523,21
25,0,2020-12-29,164,41,295,25
39,0,2020-12-29,259,8,248,39
58,0,2020-12-29,100,5,113,58
70,0,2020-12-29,78,9,148,70
71,0,2020-12-29,448,36,618,71
89,0,2020-12-29,233,20,258,89
90,0,2020-12-29,193,18,390,90
21,0,2020-12-30,373,45,533,21
25,0,2020-12-30,162,43,298,25
39,0,2020-12-30,264,6,252,39
58,0,2020-12-30,93,6,114,58
70,0,2020-12-30,87,10,148,70
71,0,2020-12-30,435,35,623,71
89,0,2020-12-30,246,19,259,89
90,0,2020-12-30,196,18,393,90
21,0,2020-12-31,365,41,542,21
25,0,2020-12-31,167,39,298,25
39,0,2020-12-31,266,5,258,39
58,0,2020-12-31,98,6,114,58
70,0,2020-12-31,77,9,148,70
71,0,2020-12-31,428,37,628,71
89,0,2020-12-31,231,19,264,89
90,0,2020-12-31,193,21,394,90
21,0,2021-01-01,363,41,545,21
25,0,2021-01-01,166,43,301,25
39,0,2021-01-01,266,5,258,39
58,0,2021-01-01,100,6,114,58
70,0,2021-01-01,67,10,148,70
71,0,2021-01-01,413,37,628,71
89,0,2021-01-01,226,19,264,89
90,0,2021-01-01,193,21,394,90
21,0,2021-01-02,370,43,551,21
25,0,2021-01-02,164,42,302,25
39,0,2021-01-02,260,7,260,39
58,0,2021-01-02,99,5,115,58
70,0,2021-01-02,68,10,149,70
71,0,2021-01-02,415,37,628,71
89,0,2021-01-02,231,19,265,89
90,0,2021-01-02,196,18,402,90
21,0,2021-01-03,377,41,557,21
25,0,2021-01-03,163,44,303,25
39,0,2021-01-03,270,7,261,39
58,0,2021-01-03,100,5,116,58
70,0,2021-01-03,69,9,150,70
71,0,2021-01-03,424,37,630,71
89,0,2021-01-03,228,19,270,89
90,0,2021-01-03,191,17,406,90
21,0,2021-01-04,392,44,564,21
25,0,2021-01-04,160,41,304,25
39,0,2021-01-04,281,8,266,39
58,0,2021-01-04,101,4,118,58
70,0,2021-01-04,69,8,151,70
71,0,2021-01-04,449,36,639,71
89,0,2021-01-04,223,20,272,89
90,0,2021-01-04,200,18,407,90
21,0,2021-01-05,389,45,573,21
25,0,2021-01-05,173,43,307,25
39,0,2021-01-05,272,9,266,39
58,0,2021-01-05,97,4,119,58
70,0,2021-01-05,66,7,151,70
71,0,2021-01-05,431,34,646,71
89,0,2021-01-05,215,21,279,89
90,0,2021-01-05,195,20,411,90
21,0,2021-01-06,386,41,577,21
25,0,2021-01-06,170,43,310,25
39,0,2021-01-06,271,7,270,39
58,0,2021-01-06,101,3,119,58
70,0,2021-01-06,68,9,151,70
71,0,2021-01-06,418,34,652,71
89,0,2021-01-06,213,21,282,89
90,0,2021-01-06,192,20,412,90
21,0,2021-01-07,389,44,580,21
25,0,2021-01-07,185,48,312,25
39,0,2021-01-07,262,7,272,39
58,0,2021-01-07,100,3,120,58
70,0,2021-01-07,67,8,151,70
71,0,2021-01-07,416,32,655,71
89,0,2021-01-07,210,18,283,89
90,0,2021-01-07,188,18,415,90
21,0,2021-01-08,386,45,583,21
25,0,2021-01-08,190,47,316,25
39,0,2021-01-08,253,7,275,39
58,0,2021-01-08,109,3,120,58
70,0,2021-01-08,72,8,152,70
71,0,2021-01-08,413,28,660,71
89,0,2021-01-08,208,19,288,89
90,0,2021-01-08,187,23,418,90
21,0,2021-01-09,372,41,587,21
25,0,2021-01-09,188,46,317,25
39,0,2021-01-09,258,7,277,39
58,0,2021-01-09,108,3,121,58
70,0,2021-01-09,80,6,152,70
71,0,2021-01-09,410,27,665,71
89,0,2021-01-09,192,18,289,89
90,0,2021-01-09,182,23,420,90
21,0,2021-01-10,376,38,591,21
25,0,2021-01-10,194,48,319,25
39,0,2021-01-10,261,7,277,39
58,0,2021-01-10,112,3,121,58
70,0,2021-01-10,80,6,152,70
71,0,2021-01-10,416,26,666,71
89,0,2021-01-10,192,17,289,89
90,0,2021-01-10,173,22,425,90
21,0,2021-01-11,379,37,597,21
25,0,2021-01-11,204,49,319,25
39,0,2021-01-11,258,9,283,39
58,0,2021-01-11,117,2,122,58
70,0,2021-01-11,87,7,154,70
71,0,2021-01-11,424,29,671,71
89,0,2021-01-11,198,18,290,89
90,0,2021-01-11,177,22,427,90
21,0,2021-01-12,381,41,598,21
25,0,2021-01-12,198,48,327,25
39,0,2021-01-12,268,11,285,39
58,0,2021-01-12,115,4,123,58
70,0,2021-01-12,86,7,157,70
71,0,2021-01-12,428,30,673,71
89,0,2021-01-12,205,17,291,89
90,0,2021-01-12,173,22,431,90
21,0,2021-01-13,372,44,605,21
25,0,2021-01-13,195,47,329,25
39,0,2021-01-13,280,12,286,39
58,0,2021-01-13,123,4,125,58
70,0,2021-01-13,85,9,158,70
71,0,2021-01-13,406,29,676,71
89,0,2021-01-13,194,17,293,89
90,0,2021-01-13,174,25,432,90
21,0,2021-01-14,388,42,607,21
25,0,2021-01-14,201,44,330,25
39,0,2021-01-14,273,13,288,39
58,0,2021-01-14,125,3,127,58
70,0,2021-01-14,89,9,159,70
71,0,2021-01-14,406,29,685,71
89,0,2021-01-14,195,17,296,89
90,0,2021-01-14,175,25,434,90
21,0,2021-01-15,370,42,616,21
25,0,2021-01-15,202,46,333,25
39,0,2021-01-15,284,13,289,39
58,0,2021-01-15,134,3,128,58
70,0,2021-01-15,90,7,161,70
71,0,2021-01-15,424,30,688,71
89,0,2021-01-15,186,18,299,89
90,0,2021-01-15,164,21,436,90
21,0,2021-01-16,367,44,618,21
25,0,2021-01-16,196,46,335,25
39,0,2021-01-16,248,10,295,39
58,0,2021-01-16,136,4,128,58
70,0,2021-01-16,82,7,162,70
71,0,2021-01-16,452,31,693,71
89,0,2021-01-16,191,15,300,89
90,0,2021-01-16,154,20,440,90
21,0,2021-01-17,361,41,623,21
25,0,2021-01-17,205,46,335,25
39,0,2021-01-17,248,10,297,39
58,0,2021-01-17,148,4,130,58
70,0,2021-01-17,82,6,162,70
71,0,2021-01-17,456,31,696,71
89,0,2021-01-17,194,16,302,89
90,0,2021-01-17,152,19,441,90
21,0,2021-01-18,370,41,626,21
25,0,2021-01-18,203,48,341,25
39,0,2021-01-18,258,9,303,39
58,0,2021-01-18,142,3,136,58
70,0,2021-01-18,91,7,163,70
71,0,2021-01-18,451,36,709,71
89,0,2021-01-18,199,17,303,89
90,0,2021-01-18,157,19,442,90
