jour,Département,Hospitalisations,Réanimations
2020-12-31,Saône-et-Loire,428,37
2020-12-31,Yonne,231,19
2020-12-31,Territoire de Belfort,193,21
2021-01-01,Côte-d'Or,363,41
2021-01-01,Doubs,166,43
2021-01-01,Jura,266,5
2021-01-01,Nièvre,100,6
2021-01-01,Haute-Saône,67,10
2021-01-01,Saône-et-Loire,413,37
2021-01-01,Yonne,226,19
2021-01-01,Territoire de Belfort,193,21
2021-01-02,Côte-d'Or,370,43
2021-01-02,Doubs,164,42
2021-01-02,Jura,260,7
2021-01-02,Nièvre,99,5
2021-01-02,Haute-Saône,68,10
2021-01-02,Saône-et-Loire,415,37
2021-01-02,Yonne,231,19
2021-01-02,Territoire de Belfort,196,18
2021-01-03,Côte-d'Or,377,41
2021-01-03,Doubs,163,44
2021-01-03,Jura,270,7
2021-01-03,Nièvre,100,5
2021-01-03,Haute-Saône,69,9
2021-01-03,Saône-et-Loire,424,37
2021-01-03,Yonne,228,19
2021-01-03,Territoire de Belfort,191,17
2021-01-04,Côte-d'Or,392,44
2021-01-04,Doubs,160,41
2021-01-04,Jura,281,8
2021-01-04,Nièvre,101,4
2021-01-04,Haute-Saône,69,8
2021-01-04,Saône-et-Loire,449,36
2021-01-04,Yonne,223,20
2021-01-04,Territoire de Belfort,200,18
2021-01-05,Côte-d'Or,389,45
2021-01-05,Doubs,173,43
2021-01-05,Jura,272,9
2021-01-05,Nièvre,97,4
2021-01-05,Haute-Saône,66,7
2021-01-05,Saône-et-Loire,431,34
2021-01-05,Yonne,215,21
2021-01-05,Territoire de Belfort,195,20
2021-01-06,Côte-d'Or,386,41
2021-01-06,Doubs,170,43
2021-01-06,Jura,271,7
2021-01-06,Nièvre,101,3
2021-01-06,Haute-Saône,68,9
2021-01-06,Saône-et-Loire,418,34
2021-01-06,Yonne,213,21
2021-01-06,Territoire de Belfort,192,20
2021-01-07,Côte-d'Or,389,44
2021-01-07,Doubs,185,48
2021-01-07,Jura,262,7
2021-01-07,Nièvre,100,3
2021-01-07,Haute-Saône,67,8
2021-01-07,Saône-et-Loire,416,32
2021-01-07,Yonne,210,18
2021-01-07,Territoire de Belfort,188,18
2021-01-08,Côte-d'Or,386,45
2021-01-08,Doubs,190,47
2021-01-08,Jura,253,7
2021-01-08,Nièvre,109,3
2021-01-08,Haute-Saône,72,8
2021-01-08,Saône-et-Loire,413,28
2021-01-08,Yonne,208,19
2021-01-08,Territoire de Belfort,187,23
2021-01-09,Côte-d'Or,372,41
2021-01-09,Doubs,188,46
2021-01-09,Jura,258,7
2021-01-09,Nièvre,108,3
2021-01-09,Haute-Saône,80,6
2021-01-09,Saône-et-Loire,410,27
2021-01-09,Yonne,192,18
2021-01-09,Territoire de Belfort,182,23
2021-01-10,Côte-d'Or,376,38
2021-01-10,Doubs,194,48
2021-01-10,Jura,261,7
2021-01-10,Nièvre,112,3
2021-01-10,Haute-Saône,80,6
2021-01-10,Saône-et-Loire,416,26
2021-01-10,Yonne,192,17
2021-01-10,Territoire de Belfort,173,22
2021-01-11,Côte-d'Or,379,37
2021-01-11,Doubs,204,49
2021-01-11,Jura,258,9
2021-01-11,Nièvre,117,2
2021-01-11,Haute-Saône,87,7
2021-01-11,Saône-et-Loire,424,29
2021-01-11,Yonne,198,18
2021-01-11,Territoire de Belfort,177,22
2021-01-12,Côte-d'Or,381,41
2021-01-12,Doubs,198,48
2021-01-12,Jura,268,11
2021-01-12,Nièvre,115,4
2021-01-12,Haute-Saône,86,7
2021-01-12,Saône-et-Loire,428,30
2021-01-12,Yonne,205,17
2021-01-12,Territoire de Belfort,173,22
2021-01-13,Côte-d'Or,372,44
2021-01-13,Doubs,195,47
2021-01-13,Jura,280,12
2021-01-13,Nièvre,123,4
2021-01-13,Haute-Saône,85,9
2021-01-13,Saône-et-Loire,406,29
2021-01-13,Yonne,194,17
2021-01-13,Territoire de Belfort,174,25
2021-01-14,Côte-d'Or,388,42
2021-01-14,Doubs,201,44
2021-01-14,Jura,273,13
2021-01-14,Nièvre,125,3
2021-01-14,Haute-Saône,89,9
2021-01-14,Saône-et-Loire,406,29
2021-01-14,Yonne,195,17
2021-01-14,Territoire de Belfort,175,25
2021-01-15,Côte-d'Or,370,42
2021-01-15,Doubs,202,46
2021-01-15,Jura,284,13
2021-01-15,Nièvre,134,3
2021-01-15,Haute-Saône,90,7
2021-01-15,Saône-et-Loire,424,30
2021-01-15,Yonne,186,18
2021-01-15,Territoire de Belfort,164,21
2021-01-16,Côte-d'Or,367,44
2021-01-16,Doubs,196,46
2021-01-16,Jura,248,10
2021-01-16,Nièvre,136,4
2021-01-16,Haute-Saône,82,7
2021-01-16,Saône-et-Loire,452,31
2021-01-16,Yonne,191,15
2021-01-16,Territoire de Belfort,154,20
2021-01-17,Côte-d'Or,361,41
2021-01-17,Doubs,205,46
2021-01-17,Jura,248,10
2021-01-17,Nièvre,148,4
2021-01-17,Haute-Saône,82,6
2021-01-17,Saône-et-Loire,456,31
2021-01-17,Yonne,194,16
2021-01-17,Territoire de Belfort,152,19
2021-01-18,Côte-d'Or,370,41
2021-01-18,Doubs,203,48
2021-01-18,Jura,258,9
2021-01-18,Nièvre,142,3
2021-01-18,Haute-Saône,91,7
2021-01-18,Saône-et-Loire,451,36
2021-01-18,Yonne,199,17
2021-01-18,Territoire de Belfort,157,19
2021-01-19,Côte-d'Or,292,44
2021-01-19,Doubs,198,48
2021-01-19,Jura,251,9
2021-01-19,Nièvre,140,3
2021-01-19,Haute-Saône,91,6
2021-01-19,Saône-et-Loire,462,36
2021-01-19,Yonne,195,15
2021-01-19,Territoire de Belfort,156,19
2021-01-20,Côte-d'Or,289,41
2021-01-20,Doubs,197,49
2021-01-20,Jura,247,10
2021-01-20,Nièvre,133,3
2021-01-20,Haute-Saône,95,8
2021-01-20,Saône-et-Loire,476,33
2021-01-20,Yonne,195,16
2021-01-20,Territoire de Belfort,169,22
2021-01-21,Côte-d'Or,301,40
2021-01-21,Doubs,192,48
2021-01-21,Jura,245,9
2021-01-21,Nièvre,147,4
2021-01-21,Haute-Saône,102,8
2021-01-21,Saône-et-Loire,473,32
2021-01-21,Yonne,190,16
2021-01-21,Territoire de Belfort,137,24
2021-01-22,Côte-d'Or,302,42
2021-01-22,Doubs,197,50
2021-01-22,Jura,247,10
2021-01-22,Nièvre,145,3
2021-01-22,Haute-Saône,101,8
2021-01-22,Saône-et-Loire,483,35
2021-01-22,Yonne,180,17
2021-01-22,Territoire de Belfort,130,18
2021-01-23,Côte-d'Or,301,37
2021-01-23,Doubs,186,48
2021-01-23,Jura,251,9
2021-01-23,Nièvre,149,3
2021-01-23,Haute-Saône,97,10
2021-01-23,Saône-et-Loire,478,32
2021-01-23,Yonne,176,17
2021-01-23,Territoire de Belfort,116,16
2021-01-24,Côte-d'Or,306,39
2021-01-24,Doubs,193,50
2021-01-24,Jura,251,8
2021-01-24,Nièvre,151,4
2021-01-24,Haute-Saône,98,9
2021-01-24,Saône-et-Loire,487,35
2021-01-24,Yonne,181,15
2021-01-24,Territoire de Belfort,119,16
2021-01-25,Côte-d'Or,307,40
2021-01-25,Doubs,196,48
2021-01-25,Jura,246,8
2021-01-25,Nièvre,153,4
2021-01-25,Haute-Saône,105,8
2021-01-25,Saône-et-Loire,501,37
2021-01-25,Yonne,187,13
2021-01-25,Territoire de Belfort,130,14
2021-01-26,Côte-d'Or,299,42
2021-01-26,Doubs,185,46
2021-01-26,Jura,250,8
2021-01-26,Nièvre,159,4
2021-01-26,Haute-Saône,104,10
2021-01-26,Saône-et-Loire,497,38
2021-01-26,Yonne,199,14
2021-01-26,Territoire de Belfort,133,16
2021-01-27,Côte-d'Or,305,41
2021-01-27,Doubs,182,48
2021-01-27,Jura,254,9
2021-01-27,Nièvre,169,4
2021-01-27,Haute-Saône,108,9
2021-01-27,Saône-et-Loire,504,38
2021-01-27,Yonne,195,13
2021-01-27,Territoire de Belfort,133,16
2021-01-28,Côte-d'Or,297,36
2021-01-28,Doubs,171,51
2021-01-28,Jura,231,9
2021-01-28,Nièvre,171,5
2021-01-28,Haute-Saône,105,9
2021-01-28,Saône-et-Loire,508,36
2021-01-28,Yonne,202,14
2021-01-28,Territoire de Belfort,128,16
2021-01-29,Côte-d'Or,291,33
2021-01-29,Doubs,170,50
2021-01-29,Jura,230,10
2021-01-29,Nièvre,170,4
2021-01-29,Haute-Saône,102,8
2021-01-29,Saône-et-Loire,505,37
2021-01-29,Yonne,209,14
2021-01-29,Territoire de Belfort,124,14
2021-01-30,Côte-d'Or,291,31
2021-01-30,Doubs,164,43
2021-01-30,Jura,229,11
2021-01-30,Nièvre,175,4
2021-01-30,Haute-Saône,102,8
2021-01-30,Saône-et-Loire,494,35
2021-01-30,Yonne,196,14
2021-01-30,Territoire de Belfort,119,14
2021-01-31,Côte-d'Or,294,29
2021-01-31,Doubs,177,45
2021-01-31,Jura,228,11
2021-01-31,Nièvre,174,4
2021-01-31,Haute-Saône,105,10
2021-01-31,Saône-et-Loire,495,35
2021-01-31,Yonne,197,14
2021-01-31,Territoire de Belfort,123,14
